99	5.942618
101	5.612910
103	5.905021
104	7.372747
106	10.646255
111	8.732800
119	9.247112
120	10.628862
126	7.313059
130	14.646751
134	7.454168
138	7.131620
139	7.463094
141	54.023098
155	5.281445
160	7.347248
169	10.322468
179	6.359930
185	7.394490
189	6.822535
191	6.461884
197	4.743470
200	6.776222
201	7.129601
202	7.095221
203	6.964475
204	7.010650
209	5.916677
213	5.256975
215	35.808854
216	5.575000
219	6.100061
221	5.281445
222	6.456261
223	6.236538
225	5.281445
226	5.612910
227	8.279451
232	11.997960
238	5.085725
245	10.804610
252	46.558334
255	5.664495
263	6.339387
264	6.108394
266	5.562450
276	7.216742
277	7.216742
906	6.000000
